"Subject","Language","Item","Trial","Score","RT","InferPattern","Type","Valid","Description"
6,"L2","audio/r12.wav",20,1,0.153690034,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
6,"L2","audio/r6.wav",21,1,4.279232711,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
6,"L2","audio/r18.wav",22,1,0.270080974,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
6,"L2","audio/r9.wav",23,1,0.771128099,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
6,"L2","audio/r11.wav",24,1,0.93586643,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
7,"L1","audio/n15.wav",1,0,0.675913974,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
7,"L1","audio/n20.wav",2,1,1.143910062,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
7,"L1","audio/n7.wav",3,1,0.76029294,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
7,"L1","audio/n1.wav",4,1,1.610547377,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
7,"L1","audio/n8.wav",5,1,3.213804953,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
7,"L1","audio/n9.wav",6,1,4.082441694,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
7,"L1","audio/n2.wav",7,1,1.344302571,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
7,"L1","audio/n10.wav",8,1,2.346267408,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
7,"L1","audio/n12.wav",9,1,8.224545181,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
7,"L1","audio/n11.wav",10,1,1.910630327,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
7,"L1","audio/n22.wav",11,0,1.027842656,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
7,"L1","audio/n21.wav",12,1,0.874828923,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
7,"L1","audio/n16.wav",13,1,2.144446438,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
7,"L1","audio/n5.wav",14,1,7.806818063,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
7,"L1","audio/n6.wav",15,1,5.569189265,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
7,"L1","audio/n18.wav",16,1,1.845576717,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
7,"L1","audio/n17.wav",17,1,2.714468633,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
7,"L1","audio/n13.wav",18,0,5.88426321,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
7,"L1","audio/n24.wav",19,1,1.126049467,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
7,"L1","audio/n19.wav",20,1,0.908846586,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
7,"L1","audio/n23.wav",21,1,0.925570169,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
7,"L1","audio/n14.wav",22,1,0.944249849,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
7,"L1","audio/n3.wav",23,1,1.343428081,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
7,"L1","audio/n4.wav",24,1,2.479720904,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
7,"L2","audio/r5.wav",1,0,5.418226261,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
7,"L2","audio/r23.wav",2,1,1.108820158,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
7,"L2","audio/r17.wav",3,1,0.725413783,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
7,"L2","audio/r21.wav",4,1,1.477209222,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
7,"L2","audio/r3.wav",5,1,3.431395921,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
7,"L2","audio/r22.wav",6,1,11.59820505,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
7,"L2","audio/r4.wav",7,1,4.066144209,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
7,"L2","audio/r16.wav",8,1,8.742091487,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
7,"L2","audio/r20.wav",9,0,5.468997536,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
7,"L2","audio/r7.wav",10,1,0.842219804,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
7,"L2","audio/r12.wav",11,0,5.935991645,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
7,"L2","audio/r24.wav",12,0,6.438482605,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
7,"L2","audio/r18.wav",13,1,0.875636872,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
7,"L2","audio/r9.wav",14,1,1.393657208,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
7,"L2","audio/r13.wav",15,1,2.228074663,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
7,"L2","audio/r6.wav",16,1,1.375645227,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
7,"L2","audio/r2.wav",17,1,0.72525113,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
7,"L2","audio/r10.wav",18,1,1.659985124,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
7,"L2","audio/r11.wav",19,1,0.839916455,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
7,"L2","audio/r1.wav",20,1,3.815312743,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
7,"L2","audio/r19.wav",21,1,4.01574527,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
7,"L2","audio/r15.wav",22,1,2.812413499,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
7,"L2","audio/r14.wav",23,1,0.74165013,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
7,"L2","audio/r8.wav",24,1,0.67295461,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
8,"L1","audio/n19.wav",1,1,1.292530307,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
8,"L1","audio/n4.wav",2,1,1.09224215,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
8,"L1","audio/n5.wav",3,1,1.276405207,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
8,"L1","audio/n15.wav",4,1,0.857153239,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
8,"L1","audio/n6.wav",5,1,0.624711582,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
8,"L1","audio/n11.wav",6,1,0.908259942,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
8,"L1","audio/n1.wav",7,1,2.128208685,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
8,"L1","audio/n3.wav",8,1,1.02763976,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
8,"L1","audio/n22.wav",9,1,0.825834,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
8,"L1","audio/n8.wav",10,1,0.791858997,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
8,"L1","audio/n9.wav",11,1,1.810346278,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
8,"L1","audio/n16.wav",12,1,1.125987022,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
8,"L1","audio/n24.wav",13,1,0.759321348,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
8,"L1","audio/n13.wav",14,1,0.624934048,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
8,"L1","audio/n12.wav",15,1,0.540784091,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
8,"L1","audio/n23.wav",16,1,1.343138483,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
8,"L1","audio/n18.wav",17,1,0.775047125,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
8,"L1","audio/n21.wav",18,1,1.410611848,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
8,"L1","audio/n20.wav",19,1,0.894267955,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
8,"L1","audio/n7.wav",20,1,1.175421296,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
8,"L1","audio/n17.wav",21,1,1.444847921,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
8,"L1","audio/n10.wav",22,1,1.544852936,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
8,"L1","audio/n2.wav",23,1,1.125623066,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
8,"L1","audio/n14.wav",24,1,0.709022855,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
8,"L2","audio/r14.wav",1,1,1.123999941,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
8,"L2","audio/r5.wav",2,1,0.642100913,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
8,"L2","audio/r23.wav",3,1,0.858457457,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
8,"L2","audio/r18.wav",4,1,0.890140421,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
8,"L2","audio/r9.wav",5,1,0.859205866,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
8,"L2","audio/r4.wav",6,1,0.809512176,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
8,"L2","audio/r19.wav",7,1,2.129151253,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
8,"L2","audio/r1.wav",8,1,1.060275398,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
8,"L2","audio/r13.wav",9,1,0.942531015,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
8,"L2","audio/r7.wav",10,1,1.377730308,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
8,"L2","audio/r20.wav",11,1,0.791742761,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
8,"L2","audio/r17.wav",12,1,1.627106348,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
8,"L2","audio/r24.wav",13,1,1.595372551,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
8,"L2","audio/r21.wav",14,1,0.575129402,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
8,"L2","audio/r12.wav",15,1,0.47586194,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
8,"L2","audio/r11.wav",16,1,0.35859786,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
8,"L2","audio/r8.wav",17,0,1.67658299,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
8,"L2","audio/r2.wav",18,1,0.791771367,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
8,"L2","audio/r10.wav",19,1,0.442414397,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
8,"L2","audio/r15.wav",20,1,0.541916703,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
8,"L2","audio/r16.wav",21,1,1.126298559,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
8,"L2","audio/r3.wav",22,1,0.224176738,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
8,"L2","audio/r22.wav",23,1,0.541159268,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
8,"L2","audio/r6.wav",24,1,3.647701769,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
9,"L1","audio/n16.wav",1,1,0.941584728,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
9,"L1","audio/n11.wav",2,1,2.244541967,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visual",1,"1) dog-thinner-ape; 2) dog-fatter-cat; 3) cat-thinner-ape?"
9,"L1","audio/n2.wav",3,1,2.094468426,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
9,"L1","audio/n12.wav",4,1,4.21547167,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
9,"L1","audio/n15.wav",5,1,0.305587164,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
9,"L1","audio/n5.wav",6,1,0.440792509,"1) B-r-A; 2) B-R-C; 3) C-r-A","Control",1,"1) dog-dumber-ape; 2) dog-smarter-cat; 3) cat-dumber-ape?"
9,"L1","audio/n4.wav",7,1,3.49722016,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
9,"L1","audio/n17.wav",8,1,1.476088715,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
9,"L1","audio/n14.wav",9,1,0.841494883,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
9,"L1","audio/n10.wav",10,1,3.297174949,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
9,"L1","audio/n8.wav",11,1,0.624385347,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
9,"L1","audio/n20.wav",12,1,1.392712335,"1) B-r-A; 2) C-R-A; 3) B-r-C","Control",1,"1) dog-worse-ape; 2) cat-better-ape; 3) dog-worse-cat?"
9,"L1","audio/n21.wav",13,1,0.976957976,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
9,"L1","audio/n24.wav",14,1,0.724896944,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visuospatial",0,"1) dog-below-cat; 2) dog-above-ape; 3) cat-below-ape?"
9,"L1","audio/n13.wav",15,1,4.198932853,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
9,"L1","audio/n19.wav",16,1,0.490763151,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
9,"L1","audio/n23.wav",17,1,1.15881923,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
9,"L1","audio/n7.wav",18,1,4.933659887,"1) A-r-B; 2) C-R-B; 3) A-r-C","Control",1,"1) ape-dumber-dog; 2) cat-smarter-dog; 3) ape-dumber-cat?"
9,"L1","audio/n9.wav",19,1,0.807978728,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
9,"L1","audio/n6.wav",20,1,0.908485724,"1) A-r-C; 2) A-R-B; 3) C-r-B","Control",0,"1) ape-dumber-cat; 2) ape-smarter-dog; 3) cat-dumber-dog?"
9,"L1","audio/n3.wav",21,1,0.89158738,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
9,"L1","audio/n1.wav",22,1,0.590829143,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visuospatial",0,"1) cat-behind-ape; 2) dog-in front of-ape; 3) dog-behind-cat?"
9,"L1","audio/n22.wav",23,1,0.273921788,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
9,"L1","audio/n18.wav",24,1,0.591007055,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
9,"L2","audio/r23.wav",1,1,2.41171277,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visuospatial",1,"1) ape-behind-dog; 2) cat-in front of-dog; 3) ape-behind-cat?"
9,"L2","audio/r1.wav",2,0,0.507377294,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visual",1,"1) ape-dirtier-dog; 2) ape-cleaner-cat; 3) cat-dirtier-dog?"
9,"L2","audio/r18.wav",3,1,1.042475876,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visuospatial",1,"1) dog-below-ape; 2) cat-above-ape; 3) dog-below-cat?"
9,"L2","audio/r19.wav",4,1,0.7747197,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visuospatial",0,"1) cat-below-dog; 2) ape-above-dog; 3) ape-below-cat?"
9,"L2","audio/r17.wav",5,1,0.708048322,"1) A-r-B; 2) A-R-C; 3) C-r-B","Visuospatial",1,"1) ape-below-dog; 2) ape-above-cat; 3) cat-below-dog?"
9,"L2","audio/r11.wav",6,1,0.672805923,"1) C-r-B; 2) A-R-B; 3) A-r-C","Control",0,"1) cat-worse-dog; 2) ape-better-dog; 3) ape-worse-cat?"
9,"L2","audio/r21.wav",7,1,0.340333469,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visuospatial",0,"1) ape-behind-cat; 2) ape-in front of-dog; 3) cat-behind-dog?"
9,"L2","audio/r9.wav",8,0,0.30705899,"1) A-r-B; 2) A-R-C; 3) C-r-B","Control",1,"1) ape-worse-dog; 2) ape-better-cat; 3) cat-worse-dog?"
9,"L2","audio/r24.wav",9,0,0.423879537,"1) B-r-A; 2) B-R-C; 3) C-r-A","Visuospatial",1,"1) dog-behind-ape; 2) dog-in front of-cat; 3) cat-behind-ape?"
9,"L2","audio/r12.wav",10,1,0.973448299,"1) B-r-C; 2) B-R-A; 3) C-r-A","Control",0,"1) dog-worse-cat; 2) dog-better-ape; 3) cat-worse-ape?"
9,"L2","audio/r2.wav",11,0,4.315674034,"1) B-r-A; 2) C-R-A; 3) B-r-C","Visual",1,"1) dog-dirtier-ape; 2) cat-cleaner-ape; 3) dog-dirtier-cat?"
9,"L2","audio/r5.wav",12,0,2.445287699,"1) A-r-C; 2) A-R-B; 3) C-r-B","Visual",0,"1) ape-thinner-cat; 2) ape-fatter-dog; 3) cat-thinner-dog?"
9,"L2","audio/r6.wav",13,1,0.624311144,"1) C-r-A; 2) B-R-A; 3) B-r-C","Visual",0,"1) cat-thinner-ape; 2) dog-fatter-ape; 3) dog-thinner-cat?"
9,"L2","audio/r3.wav",14,1,3.664029381,"1) C-r-B; 2) A-R-B; 3) A-r-C","Visual",0,"1) cat-dirtier-dog; 2) ape-cleaner-dog; 3) ape-dirtier-cat?"
9,"L2","audio/r7.wav",15,1,0.958385867,"1) A-r-B; 2) C-R-B; 3) A-r-C","Visual",1,"1) ape-thinner-dog; 2) cat-fatter-dog; 3) ape-thinner-cat?"
9,"L2","audio/r14.wav",16,1,3.146473177,"1) C-r-A; 2) B-R-A; 3) B-r-C","Control",0,"1) cat-dumber-ape; 2) dog-smarter-ape; 3) dog-dumber-cat?"
9,"L2","audio/r4.wav",17,1,1.509504062,"1) B-r-C; 2) B-R-A; 3) C-r-A","Visual",0,"1) dog-dirtier-cat; 2) dog-cleaner-ape; 3) cat-dirtier-ape?"
